variant	task	task_type	n_matched	task_size	coverage	mcc	f1	precision	fpr	tpr	tnr	auroc	auprc	precision_at_k	pauroc_01	pauroc_001	precision_at_k_k	n_samples	n_positive	n_negative	n_predicted_positive	errors	r2_log2	msl2e	rmsl2e	spearman
apex-kpneumoniae	holdout2026_species_abaumannii	classification	197	197	1.0	0.0059259844544564825	0.09615384615384616	0.8333333333333334	0.047619047619047616	0.05102040816326531	0.9523809523809523	0.531584062196307	0.842366043126783	0.84	0.5099994885172114	0.5179981540354835	100.0	119.0	98.0	21.0	6.0	0.0				
apex-min	holdout2026_species_abaumannii	classification	197	197	1.0	0.35045651291117486	0.9230769230769231	0.875	0.75	0.9767441860465116	0.25	0.5016149870801033	0.860691501109824	0.83	0.54984360125119	0.5676054692064976	100.0	153.0	129.0	24.0	144.0	0.0				
apex-paeruginosa	holdout2026_species_abaumannii	classification	197	197	1.0	0.03334980644199064	0.24	0.75	0.11764705882352941	0.14285714285714285	0.8823529411764706	0.7703081232492998	0.8647056937021034	0.711864406779661	0.5341294412501842	0.5453457765015554	100.0	59.0	42.0	17.0	8.0	0.0				
apex-saureus	holdout2026_species_abaumannii	classification	197	197	1.0	0.16410830588822686	0.3076923076923077	0.9473684210526315	0.038461538461538464	0.1836734693877551	0.9615384615384616	0.5478806907378336	0.8359683282044155	0.8	0.5501115425927456	0.5128704748230951	100.0	124.0	98.0	26.0	19.0	0.0				
deep-amp-cnn-gramneg	holdout2026_species_abaumannii	classification	197	197	1.0	-0.009150522248280038	0.9046153846153846	0.8596491228070176	0.96	0.9545454545454546	0.04	0.5841558441558442	0.8707458675255537	0.91	0.4784688995215311	0.49748743718592964	100.0	179.0	154.0	25.0	171.0	0.0				
deep-amp-cnn-grampos	holdout2026_species_abaumannii	classification	197	197	1.0	0.13779393067845655	0.9024390243902439	0.8409090909090909	0.9032258064516129	0.9736842105263158	0.0967741935483871	0.5299235993208828	0.8090889612144823	0.86	0.48217317487266553	0.49748743718592964	100.0	183.0	152.0	31.0	176.0	0.0				
deep-amp-lstm-gramneg	holdout2026_species_abaumannii	classification	197	197	1.0	0.02468000610784523	0.8701754385964913	0.8322147651006712	0.8928571428571429	0.9117647058823529	0.10714285714285714	0.3792016806722689	0.7771815017689014	0.8	0.491375497567448	0.5048773278155483	100.0	164.0	136.0	28.0	149.0	0.0				
deep-amp-lstm-grampos	holdout2026_species_abaumannii	classification	197	197	1.0	0.17985417739353973	0.8705035971223022	0.8581560283687943	0.7142857142857143	0.8832116788321168	0.2857142857142857	0.6306047966631909	0.8985753402010899	0.86	0.587014982712255	0.5928547848732715	100.0	165.0	137.0	28.0	141.0	0.0				
example-model	holdout2026_species_abaumannii	classification	197	197	1.0	-0.01259335433296559	0.5849802371541502	0.8222222222222222	0.47058823529411764	0.4539877300613497	0.5294117647058824	0.48105377120173226	0.8201751146788252	0.83	0.490778552299189	0.5005703363442982	100.0	197.0	163.0	34.0	90.0	0.0				
hydramp-amp-classifier	holdout2026_species_abaumannii	classification	177	197	0.8984771573604061	0.16576247670585156	0.8859934853420195	0.84472049689441	0.8064516129032258	0.9315068493150684	0.1935483870967742	0.657092355280601	0.8860944601768825	0.87	0.538688745726446	0.49748743718592964	100.0	177.0	146.0	31.0	161.0	0.0				
hydramp-mic-classifier	holdout2026_species_abaumannii	classification	177	197	0.8984771573604061	0.3082006898427745	0.8933333333333333	0.8701298701298701	0.6451612903225806	0.9178082191780822	0.3548387096774194	0.7472381794078656	0.9116996759543696	0.92	0.567062818336163	0.49748743718592964	100.0	177.0	146.0	31.0	154.0	0.0				
mbc-attention	holdout2026_species_abaumannii	classification	197	197	1.0	0.4610476100221277	0.945054945054945	0.9148936170212766	0.631578947368421	0.9772727272727273	0.3684210526315789	0.6798245614035088	0.9186583261751995	0.91	0.506631411063544	0.5127150906045378	100.0	151.0	132.0	19.0	141.0	0.0				
sensexamp-classifier	holdout2026_species_abaumannii	classification	177	197	0.8984771573604061	0.2802971170209094	0.9119496855345912	0.8430232558139535	0.8709677419354839	0.9931506849315068	0.12903225806451613	0.759169244365886	0.9347404733055412	0.92	0.6168337325859944	0.5869759757692572	100.0	177.0	146.0	31.0	172.0	0.0				
sensexamp-ecoli	holdout2026_species_abaumannii	classification	177	197	0.8984771573604061	0.4985875706214689	0.9152542372881356	0.9152542372881356	0.4166666666666667	0.9152542372881356	0.5833333333333334	0.8139124293785311	0.9505981652953504	0.92	0.6309099018733274	0.6295034494506431	100.0	142.0	118.0	24.0	118.0	0.0				
sensexamp-saureus	holdout2026_species_abaumannii	classification	177	197	0.8984771573604061	0.36921520026946153	0.8416289592760181	0.93	0.30434782608695654	0.768595041322314	0.6956521739130435	0.7732662594322672	0.9372560790744777	0.93	0.6005824838776783	0.5307114082810748	100.0	144.0	121.0	23.0	100.0	0.0				
ampeppy	holdout2026_species_ecoli	classification	309	309	1.0	0.20660337608900528	0.8230616302186878	0.7137931034482758	0.8645833333333334	0.971830985915493	0.13541666666666666	0.5701535602503912	0.7359240934110112	0.72	0.5123857178156659	0.5069242928256305	100.0	309.0	213.0	96.0	290.0	0.0				
amplify	holdout2026_species_ecoli	classification	309	309	1.0	0.19082128601215748	0.8235294117647058	0.7070707070707071	0.90625	0.9859154929577465	0.09375	0.570813771517997	0.7351014757113689	0.74	0.5098478296680669	0.5045650789157052	100.0	309.0	213.0	96.0	297.0	0.0				
ampredictor	holdout2026_species_ecoli	classification	307	309	0.9935275080906149	0.1464424819146065	0.8557692307692307	0.7510548523206751	0.9516129032258065	0.994413407821229	0.04838709677419355	0.6547125608217697	0.8437483420811217	0.84	0.5471920023522493	0.5367900957300469	100.0	241.0	179.0	62.0	237.0	0.0				
ampredmfa	holdout2026_species_ecoli	classification	309	309	1.0	0.0	0.8160919540229885	0.6893203883495146	1.0	1.0	0.0	0.5043280516431925	0.6934346793648904	0.66	0.5001010849787721	0.5000096513296315	100.0	309.0	213.0	96.0	309.0	0.0				
ampscanner	holdout2026_species_ecoli	classification	298	309	0.9644012944983819	0.11829887926541885	0.8252032520325203	0.725	0.8953488372093024	0.9575471698113207	0.10465116279069768	0.6101908731899955	0.7682814753145879	0.76	0.5104071499503475	0.5009936474826965	100.0	298.0	212.0	86.0	280.0	0.0				
apex-abaumannii	holdout2026_species_ecoli	classification	307	309	0.9935275080906149	0.19687155208289261	0.6631578947368421	0.7682926829268293	0.37254901960784315	0.5833333333333334	0.6274509803921569	0.6748366013071896	0.8153788265236916	0.79	0.5724878645415281	0.5254048017867113	100.0	159.0	108.0	51.0	82.0	0.0				
apex-ecoli	holdout2026_species_ecoli	classification	307	309	0.9935275080906149	0.22793872067229365	0.5605095541401274	0.8148148148148148	0.19607843137254902	0.42718446601941745	0.803921568627451	0.6839901008947268	0.8210128635355209	0.77	0.5829951806987486	0.5657901156266771	100.0	154.0	103.0	51.0	54.0	0.0				
apex-kpneumoniae	holdout2026_species_ecoli	classification	307	309	0.9935275080906149	0.10973895136228032	0.0718562874251497	1.0	0.0	0.037267080745341616	1.0	0.4997481954003693	0.6938799495440879	0.65	0.5120291916630589	0.5162146134398702	100.0	235.0	161.0	74.0	6.0	0.0				
apex-min	holdout2026_species_ecoli	classification	307	309	0.9935275080906149	0.20339428594797762	0.821656050955414	0.75	0.7543859649122807	0.9084507042253521	0.24561403508771928	0.6051396095873487	0.7974017376496735	0.75	0.558932542624166	0.5470309292943591	100.0	199.0	142.0	57.0	172.0	0.0				
apex-paeruginosa	holdout2026_species_ecoli	classification	307	309	0.9935275080906149	0.022149494397047106	0.07920792079207921	0.6666666666666666	0.03333333333333333	0.042105263157894736	0.9666666666666667	0.558421052631579	0.66337371453282	0.65	0.5161588180978762	0.5080666490346469	100.0	155.0	95.0	60.0	6.0	0.0				
apex-saureus	holdout2026_species_ecoli	classification	307	309	0.9935275080906149	0.14303992900166154	0.1566265060240964	0.9285714285714286	0.012987012987012988	0.08552631578947369	0.987012987012987	0.4663362952836637	0.677216176919843	0.62	0.5324585386912257	0.5404654853213435	100.0	229.0	152.0	77.0	14.0	0.0				
deep-amp-cnn-gramneg	holdout2026_species_ecoli	classification	307	309	0.9935275080906149	-0.049395364902211	0.7850467289719626	0.7336244541484717	0.8840579710144928	0.8442211055276382	0.11594202898550725	0.5321535212293351	0.7512510231691587	0.78	0.4879814787131692	0.49748743718592964	100.0	268.0	199.0	69.0	229.0	0.0				
deep-amp-cnn-grampos	holdout2026_species_ecoli	classification	307	309	0.9935275080906149	0.1592055176478907	0.8240343347639485	0.7191011235955056	0.8823529411764706	0.964824120603015	0.11764705882352941	0.5723322494827077	0.7308359491748568	0.71	0.4993543569239386	0.5000126259437893	100.0	284.0	199.0	85.0	267.0	0.0				
deep-amp-lstm-gramneg	holdout2026_species_ecoli	classification	307	309	0.9935275080906149	0.06496812113986411	0.7563025210084033	0.6818181818181818	0.7974683544303798	0.8490566037735849	0.20253164556962025	0.5084786243133509	0.6585354490216587	0.63	0.4925395648184229	0.49748743718592964	100.0	238.0	159.0	79.0	198.0	0.0				
deep-amp-lstm-grampos	holdout2026_species_ecoli	classification	307	309	0.9935275080906149	0.1416596861545778	0.7917737789203085	0.719626168224299	0.7692307692307693	0.88	0.23076923076923078	0.5745787545787546	0.7464692953091063	0.72	0.5362251783304415	0.49748743718592964	100.0	253.0	175.0	78.0	214.0	0.0				
example-model	holdout2026_species_ecoli	classification	309	309	1.0	0.025800209229253173	0.5885558583106267	0.7012987012987013	0.4791666666666667	0.5070422535211268	0.5208333333333334	0.5334751564945227	0.7306157773266727	0.74	0.5235153611728852	0.49748743718592964	100.0	309.0	213.0	96.0	154.0	0.0				
hydramp-amp-classifier	holdout2026_species_ecoli	classification	258	309	0.8349514563106796	0.2379342777692053	0.8210023866348448	0.7049180327868853	0.8674698795180723	0.9828571428571429	0.13253012048192772	0.6461617900172116	0.7557987644291263	0.76	0.5191194854606396	0.49748743718592964	100.0	258.0	175.0	83.0	244.0	0.0				
hydramp-mic-classifier	holdout2026_species_ecoli	classification	258	309	0.8349514563106796	0.3274971149837942	0.8226221079691517	0.7476635514018691	0.6506024096385542	0.9142857142857143	0.3493975903614458	0.7025129087779691	0.7932863319470168	0.82	0.5217320409457379	0.49748743718592964	100.0	258.0	175.0	83.0	214.0	0.0				
mbc-attention	holdout2026_species_ecoli	classification	307	309	0.9935275080906149	0.2773500981126146	0.868632707774799	0.7788461538461539	0.8363636363636363	0.9818181818181818	0.16363636363636364	0.6365840220385676	0.8474631365970249	0.84	0.5650282731622445	0.5401248667580326	100.0	220.0	165.0	55.0	208.0	0.0				
sensexamp-classifier	holdout2026_species_ecoli	classification	258	309	0.8349514563106796	0.08375121482972703	0.8084112149532711	0.6837944664031621	0.963855421686747	0.9885714285714285	0.03614457831325301	0.6899827882960413	0.7916858016054107	0.81	0.5250656762387897	0.5032304379038047	100.0	258.0	175.0	83.0	253.0	0.0				
sensexamp-ecoli	holdout2026_species_ecoli	classification	258	309	0.8349514563106796	0.3496208017334778	0.795774647887324	0.795774647887324	0.4461538461538462	0.795774647887324	0.5538461538461539	0.7166847237269772	0.8143365876114083	0.83	0.5483834179164053	0.5010262580508175	100.0	207.0	142.0	65.0	142.0	0.0				
sensexamp-saureus	holdout2026_species_ecoli	classification	258	309	0.8349514563106796	0.33838296559401065	0.7407407407407407	0.8264462809917356	0.3088235294117647	0.6711409395973155	0.6911764705882353	0.703513620213186	0.8392895578246115	0.85	0.5830822615164045	0.5379582476139084	100.0	217.0	149.0	68.0	121.0	0.0				
ampeppy	holdout2026_species_kpneumoniae	classification	140	140	1.0	0.04932636236669901	0.8835341365461847	0.8029197080291971	0.9642857142857143	0.9821428571428571	0.03571428571428571	0.482780612244898	0.7983037514184623	0.79	0.49268259935553166	0.5064608758076095	100.0	140.0	112.0	28.0	137.0	0.0				
amplify	holdout2026_species_kpneumoniae	classification	140	140	1.0	0.17264226828344653	0.891566265060241	0.8102189781021898	0.9285714285714286	0.9910714285714286	0.07142857142857142	0.5932716836734694	0.8466105121732723	0.81	0.5024167561761547	0.5109475951184493	100.0	140.0	112.0	28.0	137.0	0.0				
ampredictor	holdout2026_species_kpneumoniae	classification	140	140	1.0	0.38118124993124375	0.9315068493150684	0.8717948717948718	0.8333333333333334	1.0	0.16666666666666666	0.579520697167756	0.8878821008548348	0.87	0.5430569888774224	0.5221204059513253	100.0	120.0	102.0	18.0	117.0	0.0				
ampredmfa	holdout2026_species_kpneumoniae	classification	140	140	1.0	0.0	0.8888888888888888	0.8	1.0	1.0	0.0	0.4823022959183674	0.7839939029862086	0.81	0.4907894736842105	0.4991206030150754	100.0	140.0	112.0	28.0	140.0	0.0				
ampscanner	holdout2026_species_kpneumoniae	classification	130	140	0.9285714285714286	0.10942844490912643	0.905982905982906	0.8548387096774194	0.9	0.9636363636363636	0.1	0.6070454545454546	0.8834225696202096	0.86	0.5127591706539075	0.5012182122734886	100.0	130.0	110.0	20.0	124.0	0.0				
apex-abaumannii	holdout2026_species_kpneumoniae	classification	140	140	1.0	0.3429971702850177	0.8172043010752689	0.9047619047619048	0.3333333333333333	0.7450980392156863	0.6666666666666666	0.7401960784313726	0.8830343878897845	0.8095238095238095	0.49432404540763675	0.5073406246920878	100.0	63.0	51.0	12.0	42.0	0.0				
apex-ecoli	holdout2026_species_kpneumoniae	classification	140	140	1.0	0.3495476477802783	0.7027027027027027	0.8666666666666667	0.21052631578947367	0.5909090909090909	0.7894736842105263	0.7440191387559809	0.8680097857047462	0.6984126984126984	0.5933014354066986	0.6116948378254911	100.0	63.0	44.0	19.0	30.0	0.0				
apex-kpneumoniae	holdout2026_species_kpneumoniae	classification	140	140	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.5485232067510548	0.842231717660538	0.8144329896907216	0.513657561625583	0.5102092742191973	100.0	97.0	79.0	18.0	0.0	0.0				
apex-min	holdout2026_species_kpneumoniae	classification	140	140	1.0	0.27181540542670773	0.9112426035502958	0.8555555555555555	0.8125	0.9746835443037974	0.1875	0.41693037974683544	0.8260095917020173	0.8315789473684211	0.5411392405063291	0.5547357038356339	100.0	95.0	79.0	16.0	90.0	0.0				
apex-paeruginosa	holdout2026_species_kpneumoniae	classification	140	140	1.0	-0.022422426466543747	0.17777777777777778	0.6666666666666666	0.11764705882352941	0.10256410256410256	0.8823529411764706	0.693815987933635	0.8087280386104259	0.6964285714285714	0.5117885210764468	0.5232573122020359	100.0	56.0	39.0	17.0	6.0	0.0				
apex-saureus	holdout2026_species_kpneumoniae	classification	140	140	1.0	0.12529400275814703	0.10810810810810811	1.0	0.0	0.05714285714285714	1.0	0.388	0.7048756001415921	0.7368421052631579	0.5082706766917293	0.5262024407753051	100.0	95.0	70.0	25.0	4.0	0.0				
deep-amp-cnn-gramneg	holdout2026_species_kpneumoniae	classification	140	140	1.0	-0.04826990761706643	0.8733624454148472	0.8333333333333334	0.9523809523809523	0.9174311926605505	0.047619047619047616	0.5945827872433378	0.8503403460881056	0.86	0.4755236715642317	0.49748743718592964	100.0	130.0	109.0	21.0	120.0	0.0				
deep-amp-cnn-grampos	holdout2026_species_kpneumoniae	classification	140	140	1.0	0.05447047794019222	0.8869565217391304	0.8095238095238095	0.96	0.9807692307692307	0.04	0.4865384615384616	0.7674844510539897	0.84	0.4807692307692308	0.49748743718592964	100.0	129.0	104.0	25.0	126.0	0.0				
deep-amp-lstm-gramneg	holdout2026_species_kpneumoniae	classification	140	140	1.0	0.020384266921492377	0.8512820512820513	0.7830188679245284	0.92	0.9325842696629213	0.08	0.39370786516853934	0.7376143425575581	0.78	0.4973388527498522	0.5087798543278189	100.0	114.0	89.0	25.0	106.0	0.0				
deep-amp-lstm-grampos	holdout2026_species_kpneumoniae	classification	140	140	1.0	0.04266600929914307	0.8512820512820513	0.8058252427184466	0.8695652173913043	0.9021739130434783	0.13043478260869565	0.5378071833648392	0.839584156845685	0.8	0.5383543925977514	0.5247979025562596	100.0	115.0	92.0	23.0	103.0	0.0				
example-model	holdout2026_species_kpneumoniae	classification	140	140	1.0	-0.10714285714285714	0.5824175824175825	0.7571428571428571	0.6071428571428571	0.4732142857142857	0.39285714285714285	0.44610969387755106	0.7955869825840756	0.78	0.506578947368421	0.5199210337401292	100.0	140.0	112.0	28.0	70.0	0.0				
hydramp-amp-classifier	holdout2026_species_kpneumoniae	classification	118	140	0.8428571428571429	0.26247814573453004	0.8995215311004785	0.8245614035087719	0.8695652173913043	0.9894736842105263	0.13043478260869565	0.7123569794050343	0.9105348058209792	0.84	0.590027700831025	0.5833377413382703	100.0	118.0	95.0	23.0	114.0	0.0				
hydramp-mic-classifier	holdout2026_species_kpneumoniae	classification	118	140	0.8428571428571429	0.4647941072843817	0.916256157635468	0.8611111111111112	0.6521739130434783	0.9789473684210527	0.34782608695652173	0.808695652173913	0.9378145128169044	0.9	0.6251957123931109	0.5768315260513092	100.0	118.0	95.0	23.0	108.0	0.0				
