variant	model	model_type	task	evaluation_set	n_train	overlap_n	overlap_pct	mcc	f1	precision	fpr	tpr	tnr	auroc	auprc	precision_at_k	pauroc_01	pauroc_001	precision_at_k_k	n_samples	n_positive	n_negative	n_predicted_positive	errors	r2_log2	msl2e	rmsl2e	spearman
example-model	example-model	classifier	homology_80	battleamp		0	0.0	-0.042791694683842495	0.5771561771561772	0.7377830750893921	0.5238095238095238	0.47396630934150075	0.47619047619047616	0.4686665937431634	0.7442819806144161	0.72	0.4985741536076025	0.5005674474611811	100.0	1726.0	1306.0	420.0	839.0	0.0				
example-model	example-model	classifier	homology_80	minustrain		0	0.0	-0.042791694683842495	0.5771561771561772	0.7377830750893921	0.5238095238095238	0.47396630934150075	0.47619047619047616	0.4686665937431634	0.7442819806144161	0.72	0.4985741536076025	0.5005674474611811	100.0	1726.0	1306.0	420.0	839.0	0.0				
ampeppy	ampeppy	classifier	homology_80	battleamp	6536.0	213	12.34	0.26199125443165594	0.8646956521739131	0.7922243467176545	0.7761904761904762	0.9517611026033691	0.22380952380952382	0.6866440603806606	0.8636203580577854	0.97	0.5648769703738673	0.518155203934791	100.0	1726.0	1306.0	420.0	1569.0	0.0				
ampeppy	ampeppy	classifier	homology_80	minustrain	6536.0	213	12.34	0.2582909312698227	0.8503236245954693	0.7716593245227606	0.771712158808933	0.9468468468468468	0.228287841191067	0.6623376478215188	0.8297277966720367	0.89	0.5413947315475329	0.5145198192693735	100.0	1513.0	1110.0	403.0	1362.0	0.0				
amplify	amplify	classifier	homology_80	battleamp	6676.0	268	15.53	0.3025293975937788	0.8718836565096952	0.7958280657395702	0.7690476190476191	0.9640122511485452	0.23095238095238096	0.7338556479253263	0.8671404767682218	0.9	0.538394224458543	0.5009705422027368	100.0	1726.0	1306.0	420.0	1582.0	0.0				
amplify	amplify	classifier	homology_80	minustrain	6676.0	268	15.53	0.30220798907010116	0.8563025210084033	0.7754946727549468	0.7525510204081632	0.9559099437148217	0.24744897959183673	0.7372544702684076	0.856012008132854	0.88	0.5503634454670582	0.5005018006523794	100.0	1458.0	1066.0	392.0	1314.0	0.0				
ampscanner	ampscanner	classifier	homology_80	battleamp	2132.0	134	7.76	0.33250706564137195	0.8743893928820656	0.8032051282051282	0.7309523809523809	0.9594180704441041	0.26904761904761904	0.727440202727339	0.8650350844716338	0.8	0.5398255327327626	0.5038024377986055	100.0	1726.0	1306.0	420.0	1560.0	0.0				
ampscanner	ampscanner	classifier	homology_80	minustrain	2132.0	134	7.76	0.3285495021774607	0.8640552995391705	0.7883672039243167	0.727710843373494	0.9558198810535259	0.27228915662650605	0.723635749454914	0.8518588660832265	0.82	0.5376359990231117	0.5035933868414026	100.0	1592.0	1177.0	415.0	1427.0	0.0				
ampredmfa	ampredmfa	classifier	homology_80	battleamp	11320.0	397	23.0	0.05556286517358293	0.8593282341203857	0.7595532039976485	0.9738095238095238	0.9892802450229708	0.02619047619047619	0.5791338510902063	0.8062201580117103	0.92	0.5281962350149664	0.5028649611260612	100.0	1726.0	1306.0	420.0	1701.0	0.0				
ampredmfa	ampredmfa	classifier	homology_80	minustrain	11320.0	397	23.0	0.05675214634841476	0.8315602836879432	0.7182235834609495	0.9709762532981531	0.9873684210526316	0.029023746701846966	0.5832356617136509	0.7689002328980412	0.89	0.5221472971782544	0.5021536904121333	100.0	1329.0	950.0	379.0	1306.0	0.0				
hydramp-amp-classifier	hydramp-amp-classifier	classifier	homology_80	battleamp	11131.0	255	14.77	0.37587469559172937	0.8741226017781937	0.8121739130434783	0.6585365853658537	0.9463019250253293	0.34146341463414637	0.7584049966639483	0.8851997079627243	0.96	0.5553088741573706	0.5183107819225616	100.0	1315.0	987.0	328.0	1150.0	0.0				
hydramp-amp-classifier	hydramp-amp-classifier	classifier	homology_80	minustrain	11131.0	255	14.77	0.38902112937841654	0.8571428571428571	0.79	0.627906976744186	0.9367588932806324	0.37209302325581395	0.7678730100368119	0.871966519534314	0.93	0.5594305646458273	0.5173673003926395	100.0	1060.0	759.0	301.0	900.0	0.0				
hydramp-mic-classifier	hydramp-mic-classifier	classifier	homology_80	battleamp	3444.0	448	25.96	0.5203274356612817	0.8517316017316018	0.9140534262485482	0.22560975609756098	0.7973657548125633	0.774390243902439	0.8516831615884548	0.9378937978284178	0.99	0.6587391545807956	0.561802389266122	100.0	1315.0	987.0	328.0	861.0	0.0				
hydramp-mic-classifier	hydramp-mic-classifier	classifier	homology_80	minustrain	3444.0	448	25.96	0.4030129745579786	0.8267526188557615	0.8754266211604096	0.3443396226415094	0.783206106870229	0.6556603773584906	0.7812076911997695	0.9071129340820772	0.95	0.5979327910731748	0.5423057965906155	100.0	867.0	655.0	212.0	586.0	0.0				
apex-min	apex	regressor	homology_80	battleamp	1388.0	11	0.64	0.42737517308631695	0.7777777777777778	0.9184	0.18214285714285713	0.6745005875440658	0.8178571428571428	0.7574450226624139	0.8956938975938782	0.93	0.5803477554049636	0.5114906410514888	100.0	1131.0	851.0	280.0	625.0	0.0				
apex-min	apex	regressor	homology_80	minustrain	1388.0	11	0.64	0.42690472770087806	0.7760989010989011	0.9172077922077922	0.18214285714285713	0.6726190476190477	0.8178571428571428	0.7568579931972789	0.8938838955267867	0.93	0.5789249910490513	0.5109048644583462	100.0	1120.0	840.0	280.0	616.0	0.0				
apex-ecoli	apex	regressor	homology_80	battleamp	1388.0	11	0.64	0.24649051459048762	0.3220338983050847	0.9637681159420289	0.014705882352941176	0.1933139534883721	0.9852941176470589	0.639765731874145	0.8096793572953834	0.97	0.5975682194542444	0.5465099093277606	100.0	1028.0	688.0	340.0	138.0	0.0				
apex-ecoli	apex	regressor	homology_80	minustrain	1388.0	11	0.64	0.24386247765014726	0.3165644171779141	0.9626865671641791	0.014705882352941176	0.1894273127753304	0.9852941176470589	0.6397080418070311	0.807574044170567	0.97	0.5959547742120266	0.5456682219076726	100.0	1021.0	681.0	340.0	134.0	0.0				
apex-saureus	apex	regressor	homology_80	battleamp	1388.0	11	0.64	0.0875944020864826	0.07262021589793916	0.9487179487179487	0.005235602094240838	0.03775510204081633	0.9947643979057592	0.6124532535527301	0.815147245371549	0.94	0.5576534829969464	0.5173350457813161	100.0	1362.0	980.0	382.0	39.0	0.0				
apex-saureus	apex	regressor	homology_80	minustrain	1388.0	11	0.64	0.08329512890185632	0.06752730883813307	0.9444444444444444	0.005235602094240838	0.035015447991761074	0.9947643979057592	0.6120774718134809	0.813150167820182	0.94	0.5566325619884902	0.5165083536640829	100.0	1353.0	971.0	382.0	36.0	0.0				
apex-kpneumoniae	apex	regressor	homology_80	battleamp	1388.0	11	0.64	0.03710532324571031	0.009940357852882704	1.0	0.0	0.004995004995004995	1.0	0.5789882940278719	0.8009416281475114	0.9	0.5496837560439838	0.5119212339880324	100.0	1380.0	1001.0	379.0	5.0	0.0				
apex-kpneumoniae	apex	regressor	homology_80	minustrain	1388.0	11	0.64	0.037330891913736876	0.01001001001001001	1.0	0.0	0.005030181086519115	1.0	0.5794051910407033	0.8000245600979092	0.9	0.5497872668590351	0.5120228804443852	100.0	1373.0	994.0	379.0	5.0	0.0				
apex-abaumannii	apex	regressor	homology_80	battleamp	1388.0	11	0.64	0.33097096417428823	0.5493230174081238	0.9281045751633987	0.06646525679758308	0.3901098901098901	0.9335347432024169	0.7006905481225723	0.844103518877802	0.93	0.6099613139285583	0.5121685917052478	100.0	1059.0	728.0	331.0	306.0	0.0				
apex-abaumannii	apex	regressor	homology_80	minustrain	1388.0	11	0.64	0.3292951014131764	0.5456329735034348	0.9266666666666666	0.06646525679758308	0.3866481223922114	0.9335347432024169	0.7001668144325999	0.84124159647213	0.93	0.6077616148114763	0.5109545517400819	100.0	1050.0	719.0	331.0	300.0	0.0				
apex-paeruginosa	apex	regressor	homology_80	battleamp	1388.0	11	0.64	0.08488304021728169	0.043795620437956206	1.0	0.0	0.022388059701492536	1.0	0.6223340402544916	0.7899739196501447	0.89	0.552928527954274	0.5163786601367447	100.0	1177.0	804.0	373.0	18.0	0.0				
apex-paeruginosa	apex	regressor	homology_80	minustrain	1388.0	11	0.64	0.08315648110019482	0.041820418204182044	1.0	0.0	0.02135678391959799	1.0	0.6229168631360557	0.7884676694800854	0.89	0.5528102626863682	0.5159372244844739	100.0	1169.0	796.0	373.0	17.0	0.0				
mbc-attention	mbc-attention	regressor	homology_80	battleamp	3929.0	639	37.02	0.6512069641319609	0.919891008174387	0.9224043715846995	0.26199261992619927	0.9173913043478261	0.7380073800738007	0.8765121129472164	0.9545999596454761	1.0	0.6800244032188606	0.6007673535332688	100.0	1191.0	920.0	271.0	915.0	0.0				
mbc-attention	mbc-attention	regressor	homology_80	minustrain	3929.0	639	37.02	0.35806439050221883	0.9053156146179402	0.8978583196046128	0.5688073394495413	0.9128978224455612	0.43119266055045874	0.7481290243265256	0.9371732027674762	0.98	0.5851541628955982	0.5706406882660656	100.0	706.0	597.0	109.0	607.0	0.0				
sensexamp-classifier	sensexamp	classifier	homology_80	battleamp	20587.0	607	35.17	0.25319897090772103	0.8669642857142857	0.7749401436552275	0.8597560975609756	0.983789260385005	0.1402439024390244	0.7875877258012702	0.9116395634773364	0.99	0.6166141872584939	0.5536564131354378	100.0	1315.0	987.0	328.0	1253.0	0.0				
sensexamp-classifier	sensexamp	classifier	homology_80	minustrain	20587.0	607	35.17	0.2801416823476084	0.8802267895109851	0.7971758664955071	0.8359788359788359	0.9825949367088608	0.164021164021164	0.7864258924385507	0.9177128681333976	0.98	0.6073957749507384	0.552118976773897	100.0	821.0	632.0	189.0	779.0	0.0				
sensexamp-ecoli	sensexamp	regressor	homology_80	battleamp	20587.0	607	35.17	0.5557592496498195	0.8791072535647861	0.9195849546044098	0.24124513618677043	0.8420427553444181	0.7587548638132295	0.8517472758024714	0.9426200054056517	0.98	0.6729284740359082	0.5354045010861679	100.0	1099.0	842.0	257.0	771.0	0.0				
sensexamp-ecoli	sensexamp	regressor	homology_80	minustrain	20587.0	607	35.17	0.5080261673765969	0.8696498054474708	0.9216494845360824	0.25675675675675674	0.8232044198895028	0.7432432432432432	0.8358468966203774	0.9412815750361104	0.98	0.6568246059377202	0.5245252192974229	100.0	691.0	543.0	148.0	485.0	0.0				
sensexamp-saureus	sensexamp	regressor	homology_80	battleamp	20587.0	607	35.17	0.5283742594762914	0.813324080499653	0.9497568881685575	0.10954063604240283	0.7111650485436893	0.8904593639575972	0.8240205495900375	0.9292847658436255	0.98	0.6739461135256062	0.5415859357854834	100.0	1107.0	824.0	283.0	617.0	0.0				
sensexamp-saureus	sensexamp	regressor	homology_80	minustrain	20587.0	607	35.17	0.46876916935871465	0.7844444444444445	0.9489247311827957	0.11728395061728394	0.6685606060606061	0.8827160493827161	0.7915848297792741	0.9186519745776175	0.94	0.6127207750014768	0.5283069857330047	100.0	690.0	528.0	162.0	372.0	0.0				
ampredictor	ampredictor	regressor	homology_80	battleamp	2952.0	397	23.0	0.5362575189343657	0.9210526315789473	0.8906691800188501	0.48739495798319327	0.9535822401614531	0.5126050420168067	0.7654308948604669	0.9123705276712746	0.94	0.5595922792081408	0.515354417961476	100.0	1229.0	991.0	238.0	1061.0	0.0				
ampredictor	ampredictor	regressor	homology_80	minustrain	2952.0	397	23.0	0.35337310027113406	0.9037603569152326	0.8604368932038835	0.6804733727810651	0.9516778523489933	0.31952662721893493	0.6725388189507961	0.8854804224484266	0.92	0.5367518116207082	0.5106065253394569	100.0	914.0	745.0	169.0	824.0	0.0				
deep-amp-lstm-gramneg	deep-amp	regressor	homology_80	battleamp	12593.0	643	37.25	0.4221165492832883	0.8428927680798005	0.8765560165975104	0.3606060606060606	0.8117195004803074	0.6393939393939394	0.768858614968125	0.8981054278623745	0.97	0.5791067048461255	0.5142949047920592	100.0	1371.0	1041.0	330.0	964.0	0.0				
deep-amp-lstm-gramneg	deep-amp	regressor	homology_80	minustrain	12593.0	643	37.25	0.34856050100951197	0.8118323746918652	0.853195164075993	0.39906103286384975	0.774294670846395	0.6009389671361502	0.7355585971418899	0.875659791841498	0.91	0.5566978287256399	0.5086031064856713	100.0	851.0	638.0	213.0	579.0	0.0				
deep-amp-lstm-grampos	deep-amp	regressor	homology_80	battleamp	12593.0	643	37.25	0.4369310627668128	0.82259767687434	0.8852272727272728	0.28939828080229224	0.7682445759368837	0.7106017191977078	0.78109052067615	0.8994794018558188	0.93	0.5953662746581787	0.5228753364262295	100.0	1363.0	1014.0	349.0	880.0	0.0				
deep-amp-lstm-grampos	deep-amp	regressor	homology_80	minustrain	12593.0	643	37.25	0.3526035833834821	0.805	0.8458844133099825	0.39111111111111113	0.7678855325914149	0.6088888888888889	0.7404062886415828	0.8713524509549335	0.9	0.5632722505787522	0.5172825796532565	100.0	854.0	629.0	225.0	571.0	0.0				
deep-amp-cnn-gramneg	deep-amp	regressor	homology_80	battleamp	12593.0	643	37.25	0.4941760912191422	0.902014652014652	0.8881875563570785	0.4460431654676259	0.9162790697674419	0.5539568345323741	0.804273046678936	0.9268443688207173	0.96	0.597365339062899	0.511443784086906	100.0	1353.0	1075.0	278.0	1109.0	0.0				
deep-amp-cnn-gramneg	deep-amp	regressor	homology_80	minustrain	12593.0	643	37.25	0.4580273652809296	0.8887240356083086	0.8719068413391557	0.4731182795698925	0.9062027231467473	0.5268817204301075	0.7743562214305467	0.9064022163000157	0.95	0.5765706296388573	0.507844560103071	100.0	847.0	661.0	186.0	687.0	0.0				
deep-amp-cnn-grampos	deep-amp	regressor	homology_80	battleamp	12593.0	643	37.25	0.37404887474989607	0.8941666666666667	0.8475513428120063	0.652027027027027	0.9462081128747796	0.34797297297297297	0.7166660708327375	0.8892600594899697	0.93	0.5538050581910231	0.5097274829268129	100.0	1430.0	1134.0	296.0	1266.0	0.0				
deep-amp-cnn-grampos	deep-amp	regressor	homology_80	minustrain	12593.0	643	37.25	0.34348587996024416	0.8725817211474316	0.8236775818639799	0.6481481481481481	0.9276595744680851	0.35185185185185186	0.6956330443919095	0.8590590861710921	0.92	0.5423181673648265	0.5033481037971576	100.0	921.0	705.0	216.0	794.0	0.0				
example-model	example-model	classifier	slay	battleamp		0	0.0	-2.058208610753334e-05	0.0344193656210967	0.017822332343456794	0.5007174900387306	0.5006397134083931	0.4992825099612695	0.49946206695739026	0.017764621392944435	0.02	0.4997755557396897	0.5003003758561826	100.0	438484.0	7816.0	430668.0	219556.0	0.0				
example-model	example-model	classifier	slay	minustrain		0	0.0	-2.058208610753334e-05	0.0344193656210967	0.017822332343456794	0.5007174900387306	0.5006397134083931	0.4992825099612695	0.49946206695739026	0.017764621392944435	0.02	0.4997755557396897	0.5003003758561826	100.0	438484.0	7816.0	430668.0	219556.0	0.0				
ampeppy	ampeppy	classifier	slay	battleamp	6536.0	0	0.0	0.006220530735281237	0.036055992541002585	0.01895506970807482	0.3462295782365999	0.3686028659160696	0.6537704217634002	0.5207105686007253	0.019080775480418033	0.03	0.5046957193774162	0.5004030845662425	100.0	438484.0	7816.0	430668.0	151991.0	0.0				
ampeppy	ampeppy	classifier	slay	minustrain	6536.0	0	0.0	0.006220530735281237	0.036055992541002585	0.01895506970807482	0.3462295782365999	0.3686028659160696	0.6537704217634002	0.5207105686007253	0.019080775480418033	0.03	0.5046957193774162	0.5004030845662425	100.0	438484.0	7816.0	430668.0	151991.0	0.0				
amplify	amplify	classifier	slay	battleamp	6676.0	2	0.0	0.009488508749910524	0.03728197538265545	0.02011015107877318	0.2251518001230655	0.2551609180664188	0.7748481998769345	0.5234859120853731	0.01971336886583245	0.05	0.5065652885004845	0.5017461488779082	100.0	438464.0	7799.0	430665.0	98955.0	0.0				
amplify	amplify	classifier	slay	minustrain	6676.0	2	0.0	0.009488952217496294	0.03728232461851189	0.02011035430604119	0.22515052372736918	0.2551609180664188	0.7748494762726308	0.523487022422118	0.01971363004793346	0.05	0.5065663710600609	0.5017461345435243	100.0	438462.0	7799.0	430663.0	98954.0	0.0				
ampscanner	ampscanner	classifier	slay	battleamp	2132.0	0	0.0	0.017720991991740497	0.0414022603970298	0.022097933810122157	0.2686628373274916	0.3274992999159899	0.7313371626725085	0.5413012211392302	0.022083173842946946	0.01	0.5157373704296961	0.5026137167534889	100.0	392413.0	7142.0	385271.0	105847.0	0.0				
ampscanner	ampscanner	classifier	slay	minustrain	2132.0	0	0.0	0.017720991991740497	0.0414022603970298	0.022097933810122157	0.2686628373274916	0.3274992999159899	0.7313371626725085	0.5413012211392302	0.022083173842946946	0.01	0.5157373704296961	0.5026137167534889	100.0	392413.0	7142.0	385271.0	105847.0	0.0				
ampredmfa	ampredmfa	classifier	slay	battleamp	11320.0	18	0.0	0.0	0.03495248317696067	0.017787093125091226	1.0	1.0	0.0	0.516699797754159	0.018635561245880915	0.01	0.5019120598819327	0.5000579061395273	100.0	438464.0	7799.0	430665.0	438464.0	0.0				
ampredmfa	ampredmfa	classifier	slay	minustrain	11320.0	18	0.0	0.0	0.03487462659139855	0.017746769271472427	1.0	1.0	0.0	0.51655771358567	0.018585012997003478	0.02	0.5019105318440452	0.5000437242311727	100.0	438446.0	7781.0	430665.0	438446.0	0.0				
hydramp-amp-classifier	hydramp-amp-classifier	classifier	slay	battleamp	11131.0	16	0.0	0.009720098596362123	0.03733055694451104	0.019721082379846138	0.3145160541298634	0.34864380757420677	0.6854839458701366	0.5255761776753866	0.02002212947158304	0.04	0.5078687727533617	0.5022421676884224	100.0	438484.0	7816.0	430668.0	138177.0	0.0				
hydramp-amp-classifier	hydramp-amp-classifier	classifier	slay	minustrain	11131.0	16	0.0	0.009722972053529557	0.037332858395440593	0.01972236697353946	0.31450684079024366	0.34864380757420677	0.6854931592097564	0.5255828017434915	0.02002293801396072	0.04	0.5078676285588877	0.5022420314251962	100.0	438468.0	7816.0	430652.0	138168.0	0.0				
hydramp-mic-classifier	hydramp-mic-classifier	classifier	slay	battleamp	3444.0	17	0.0	0.023744916366256478	0.042585462606463655	0.03913789405961827	0.020807211123185378	0.04669907881269191	0.9791927888768146	0.5384605356807395	0.02273814106772644	0.1	0.5197110267939886	0.5040634233468225	100.0	438484.0	7816.0	430668.0	9326.0	0.0				
hydramp-mic-classifier	hydramp-mic-classifier	classifier	slay	minustrain	3444.0	17	0.0	0.02352672743516387	0.04236694677871149	0.03894014160051491	0.020803291745326285	0.04645508062452009	0.9791967082546738	0.5383564863950799	0.022672986773167828	0.1	0.5195931220829443	0.5039456365202956	100.0	438467.0	7814.0	430653.0	9322.0	0.0				
apex-min	apex	regressor	slay	battleamp	1388.0	1	0.0	0.020624705426764908	0.030719807248268245	0.04799247176913425	0.008369920134139347	0.022589694374723166	0.9916300798658606	0.46012069019567675	0.02233146738523035	0.29	0.5071575322687772	0.5062162983120428	100.0	369381.0	6773.0	362608.0	3188.0	0.0				
apex-min	apex	regressor	slay	minustrain	1388.0	1	0.0	0.020631879611429985	0.03072289156626506	0.048007530593034205	0.00836718541009964	0.022589694374723166	0.9916328145899004	0.4601219114799267	0.022331897043318248	0.29	0.5071588435396861	0.506217250501517	100.0	369380.0	6773.0	362607.0	3187.0	0.0				
apex-ecoli	apex	regressor	slay	battleamp	1388.0	1	0.0	0.04468096193385707	0.01626449806692441	0.2687224669603524	0.00042244882897693583	0.008386032444322244	0.9995775511710231	0.47420446599311805	0.02220907659543753	0.4	0.5002239298660216	0.5032693155670797	100.0	400221.0	7274.0	392947.0	227.0	0.0				
apex-ecoli	apex	regressor	slay	minustrain	1388.0	1	0.0	0.04468096193385707	0.01626449806692441	0.2687224669603524	0.00042244882897693583	0.008386032444322244	0.9995775511710231	0.47420446599311805	0.02220907659543753	0.4	0.5002239298660216	0.5032693155670797	100.0	400221.0	7274.0	392947.0	227.0	0.0				
apex-saureus	apex	regressor	slay	battleamp	1388.0	1	0.0	0.04711039936757028	0.014947284131856399	0.32	0.00030155669139093655	0.007652364033889041	0.999698443308609	0.47222590160047695	0.021750233102513908	0.44	0.4985909538448744	0.5029351037363585	100.0	401937.0	7318.0	394619.0	175.0	0.0				
apex-saureus	apex	regressor	slay	minustrain	1388.0	1	0.0	0.04711039936757028	0.014947284131856399	0.32	0.00030155669139093655	0.007652364033889041	0.999698443308609	0.47222590160047695	0.021750233102513908	0.44	0.4985909538448744	0.5029351037363585	100.0	401937.0	7318.0	394619.0	175.0	0.0				
apex-kpneumoniae	apex	regressor	slay	battleamp	1388.0	1	0.0	0.04699105646552609	0.015222326078248097	0.3131868131868132	0.0003176934943996991	0.007800739017380594	0.9996823065056003	0.4716286902631531	0.021746047533595506	0.4	0.49856486753231677	0.5028946181138416	100.0	400768.0	7307.0	393461.0	182.0	0.0				
apex-kpneumoniae	apex	regressor	slay	minustrain	1388.0	1	0.0	0.04699105646552609	0.015222326078248097	0.3131868131868132	0.0003176934943996991	0.007800739017380594	0.9996823065056003	0.4716286902631531	0.021746047533595506	0.4	0.49856486753231677	0.5028946181138416	100.0	400768.0	7307.0	393461.0	182.0	0.0				
apex-abaumannii	apex	regressor	slay	battleamp	1388.0	1	0.0	0.04578285078495843	0.017181208053691274	0.26666666666666666	0.00044956333606647407	0.008876560332871012	0.9995504366639335	0.4827607694529309	0.021270582646056132	0.32	0.501987682363545	0.504136062941782	100.0	398701.0	7210.0	391491.0	240.0	0.0				
apex-abaumannii	apex	regressor	slay	minustrain	1388.0	1	0.0	0.04578285078495843	0.017181208053691274	0.26666666666666666	0.00044956333606647407	0.008876560332871012	0.9995504366639335	0.4827607694529309	0.021270582646056132	0.32	0.501987682363545	0.504136062941782	100.0	398701.0	7210.0	391491.0	240.0	0.0				
apex-paeruginosa	apex	regressor	slay	battleamp	1388.0	1	0.0	0.04614197111151308	0.0154419595314164	0.29896907216494845	0.00034525039538786087	0.007925662749385078	0.9996547496046121	0.4711529100939737	0.0220373457842702	0.45	0.4994904186673421	0.5034883289782383	100.0	401235.0	7318.0	393917.0	194.0	0.0				
apex-paeruginosa	apex	regressor	slay	minustrain	1388.0	1	0.0	0.04614197111151308	0.0154419595314164	0.29896907216494845	0.00034525039538786087	0.007925662749385078	0.9996547496046121	0.4711529100939737	0.0220373457842702	0.45	0.4994904186673421	0.5034883289782383	100.0	401235.0	7318.0	393917.0	194.0	0.0				
mbc-attention	mbc-attention	regressor	slay	battleamp	3929.0	2	0.0	0.0062394836656563205	0.03482237599198936	0.018403551174509897	0.3008565051298315	0.32289356984478934	0.6991434948701686	0.5263276997543709	0.018469133505780257	0.04	0.5036569313615925	0.5005639980624091	100.0	210145.0	3608.0	206537.0	63303.0	0.0				
mbc-attention	mbc-attention	regressor	slay	minustrain	3929.0	2	0.0	0.006185524857453469	0.03479352553468143	0.018388044611544658	0.3008565051298315	0.32270584973662325	0.6991434948701686	0.5262122872922643	0.01845506777453923	0.04	0.5036030512839449	0.5005648510041548	100.0	210144.0	3607.0	206537.0	63302.0	0.0				
sensexamp-classifier	sensexamp	classifier	slay	battleamp	20587.0	17	0.0	0.0030319711851470557	0.03504086617371323	0.018282628889921042	0.40898459514174934	0.4202589083144268	0.5910154048582507	0.5113059062119113	0.019539428476806214	0.1	0.5069237748321317	0.5030322839864564	100.0	420934.0	7493.0	413441.0	172240.0	0.0				
sensexamp-classifier	sensexamp	classifier	slay	minustrain	20587.0	17	0.0	0.0028749629169949028	0.03492370872424961	0.0182199281189579	0.40898558436532506	0.4196870402567875	0.5910144156346749	0.5109723666638579	0.019467292027335954	0.1	0.50681877989601	0.5029891718889278	100.0	420917.0	7477.0	413440.0	172229.0	0.0				
sensexamp-ecoli	sensexamp	regressor	slay	battleamp	20587.0	17	0.0	0.011890592956339107	0.02269791474441779	0.03434794750069813	0.00855853737615737	0.01694915254237288	0.9914414626238426	0.5228698050795633	0.020009878220071282	0.08	0.5079530633271612	0.5027903277024885	100.0	411298.0	7257.0	404041.0	3581.0	0.0				
sensexamp-ecoli	sensexamp	regressor	slay	minustrain	20587.0	17	0.0	0.011930696839100106	0.022731472925522085	0.03434794750069813	0.008558558558558558	0.016986604060212677	0.9914414414414414	0.5231341735312182	0.019977931804269766	0.08	0.5079196477665721	0.5028020353168396	100.0	411281.0	7241.0	404040.0	3581.0	0.0				
sensexamp-saureus	sensexamp	regressor	slay	battleamp	20587.0	17	0.0	0.01437051363701721	0.008409785932721712	0.07692307692307693	0.0009631497916823746	0.004448038819247877	0.9990368502083177	0.4823197836220218	0.018122303711484926	0.11	0.5027186619024913	0.5022666082001165	100.0	418570.0	7419.0	411151.0	429.0	0.0				
sensexamp-saureus	sensexamp	regressor	slay	minustrain	20587.0	17	0.0	0.014394874850906002	0.008426966292134831	0.07692307692307693	0.0009631521342575702	0.004457652303120356	0.9990368478657424	0.48242771873562473	0.018092843758677174	0.11	0.5027185892286338	0.5022769308437308	100.0	418553.0	7403.0	411150.0	429.0	0.0				
ampredictor	ampredictor	regressor	slay	battleamp	2952.0	14	0.0	-0.002271253941583718	0.034523852843782975	0.017618629785930165	0.8586140574405752	0.8526173893507077	0.14138594255942477	0.4947792666651112	0.01777147836579173	0.03	0.4999156636121933	0.49992528551264126	100.0	250897.0	4451.0	246446.0	215397.0	0.0				
ampredictor	ampredictor	regressor	slay	minustrain	2952.0	14	0.0	-0.0022845080297609986	0.034516325657984515	0.017614723197206902	0.8586164359103378	0.8525842696629213	0.1413835640896622	0.49480908232253384	0.017770629489941507	0.03	0.4999235108719965	0.49992571692242793	100.0	250886.0	4450.0	246436.0	215388.0	0.0				
deep-amp-lstm-gramneg	deep-amp	regressor	slay	battleamp	12593.0	26	0.01	0.00238485622195563	0.028887222457696194	0.019032479807527068	0.055757152485421534	0.059905341446923596	0.9442428475145784	0.4797521783144342	0.017388672016457093	0.0	0.5021207225901473	0.5001827738997175	100.0	416903.0	7395.0	409508.0	23276.0	0.0				
deep-amp-lstm-gramneg	deep-amp	regressor	slay	minustrain	12593.0	26	0.01	0.002264400512609742	0.028776508972267537	0.01896121764554132	0.055721074713177006	0.05965909090909091	0.944278925286823	0.4795879511024305	0.01736451881951062	0.0	0.502034712099329	0.5001353571376778	100.0	416878.0	7392.0	409486.0	23258.0	0.0				
deep-amp-lstm-grampos	deep-amp	regressor	slay	battleamp	12593.0	26	0.01	0.00871385396002562	0.0328977709454266	0.023093940538498895	0.04363975568485853	0.05716575397355416	0.9563602443151414	0.48267279160827753	0.017812819833164906	0.03	0.5075046509862279	0.5002533223630103	100.0	422361.0	7487.0	414874.0	18533.0	0.0				
deep-amp-lstm-grampos	deep-amp	regressor	slay	minustrain	12593.0	26	0.01	0.008641349191353611	0.032827215068229866	0.023042469375640817	0.04363965944481405	0.05705505077498664	0.9563603405551859	0.4825112738266539	0.017795017524183922	0.03	0.5074477314626005	0.5002556492835866	100.0	422336.0	7484.0	414852.0	18531.0	0.0				
deep-amp-cnn-gramneg	deep-amp	regressor	slay	battleamp	12593.0	26	0.01	0.01553096075233429	0.03824521934758155	0.02819431967383042	0.03711033880369757	0.059431900946831755	0.9628896611963024	0.4995192480623327	0.01918062357748238	0.02	0.5099698349101471	0.5022415423461777	100.0	385816.0	6865.0	378951.0	14471.0	0.0				
deep-amp-cnn-gramneg	deep-amp	regressor	slay	minustrain	12593.0	26	0.01	0.01526558085276102	0.03799249530956848	0.02801217319131277	0.03708532025112354	0.05902069367531332	0.9629146797488765	0.49932794060082697	0.019152269508215976	0.02	0.5098297981852311	0.5022504923897899	100.0	385799.0	6862.0	378937.0	14458.0	0.0				
deep-amp-cnn-grampos	deep-amp	regressor	slay	battleamp	12593.0	26	0.01	-0.00031104154468964947	0.031919757276845706	0.017694221730716064	0.16369751512731517	0.16282685512367492	0.8363024848726849	0.49132202530504354	0.022006171635190717	0.36	0.5010391843783963	0.5044839117216873	100.0	397759.0	7075.0	390684.0	65106.0	0.0				
