variant	model	model_type	task	evaluation_set	n_train	overlap_n	overlap_pct	mcc	f1	precision	fpr	tpr	tnr	auroc	auprc	precision_at_k	pauroc_01	pauroc_001	precision_at_k_k	n_samples	n_positive	n_negative	n_predicted_positive	errors	r2_log2	msl2e	rmsl2e	spearman
deep-amp-cnn-grampos	deep-amp	regressor	slay	minustrain	12593.0	26	0.01	-0.0004642624574782755	0.031821709723916174	0.01763955685991303	0.16365297878984902	0.1623532739357941	0.8363470212101509	0.4910866440524559	0.021823742145232364	0.36	0.5008858312958103	0.50438849333412	100.0	397733.0	7071.0	390662.0	65081.0	0.0				
apex-min	apex	regressor	regression_ecoli25922	battleamp	1388.0	27	1.07													2525.0				0.0	-0.3405358817708031	5.262005049748847	2.2939060682052452	0.23456623449093042
apex-min	apex	regressor	regression_ecoli25922	minustrain	1388.0	27	1.07													2498.0				0.0	-0.3377351885582158	5.254974046864249	2.292373016518963	0.23430103144242584
apex-ecoli	apex	regressor	regression_ecoli25922	battleamp	1388.0	27	1.07													2525.0				0.0	-0.909317600703742	7.494643741431155	2.737634698317355	0.24751890845224472
apex-ecoli	apex	regressor	regression_ecoli25922	minustrain	1388.0	27	1.07													2498.0				0.0	-0.9077110481348563	7.4939884460014685	2.737515012927138	0.24827931941290435
apex-saureus	apex	regressor	regression_ecoli25922	battleamp	1388.0	27	1.07													2525.0				0.0	-1.7557917046361324	10.817308259362658	3.2889676586069765	0.07577365891883181
apex-saureus	apex	regressor	regression_ecoli25922	minustrain	1388.0	27	1.07													2498.0				0.0	-1.7557254682620909	10.825211102959575	3.2901688562989553	0.07542665081881901
apex-kpneumoniae	apex	regressor	regression_ecoli25922	battleamp	1388.0	27	1.07													2525.0				0.0	-1.831684557877593	11.115210450886908	3.333948177594683	0.03578543307905707
apex-kpneumoniae	apex	regressor	regression_ecoli25922	minustrain	1388.0	27	1.07													2498.0				0.0	-1.830772939099723	11.120017216237947	3.3346689815089516	0.035303602044614545
apex-abaumannii	apex	regressor	regression_ecoli25922	battleamp	1388.0	27	1.07													2525.0				0.0	-0.730391708327712	6.792305995745611	2.6062052865700376	0.2593944242583492
apex-abaumannii	apex	regressor	regression_ecoli25922	minustrain	1388.0	27	1.07													2498.0				0.0	-0.7278595200833669	6.7874845577258816	2.6052801303748283	0.25980767818173384
apex-paeruginosa	apex	regressor	regression_ecoli25922	battleamp	1388.0	27	1.07													2525.0				0.0	-1.346662211924734	9.21135239803597	3.0350209880717416	0.2318977567608567
apex-paeruginosa	apex	regressor	regression_ecoli25922	minustrain	1388.0	27	1.07													2498.0				0.0	-1.3427733717000643	9.20302715460245	3.033649148237556	0.23310558117490857
mbc-attention	mbc-attention	regressor	regression_ecoli25922	battleamp	3929.0	725	28.6													2527.0				0.0	0.23253380698263237	3.0168054375474638	1.7368953444429125	0.5319452933013339
mbc-attention	mbc-attention	regressor	regression_ecoli25922	minustrain	3929.0	725	28.6													1802.0				0.0	-0.048288606030136405	3.8291505046167735	1.9568215311102781	0.36203399053610763
sensexamp-ecoli	sensexamp	regressor	regression_ecoli25922	battleamp	20587.0	602	23.75													2111.0				0.0	-0.1413358106749114	4.468317516486426	2.113839520040825	0.48290415561782496
sensexamp-ecoli	sensexamp	regressor	regression_ecoli25922	minustrain	20587.0	602	23.75													1591.0				0.0	-0.2345311110500763	4.814961263664381	2.1943019991934523	0.4353133453388827
sensexamp-saureus	sensexamp	regressor	regression_ecoli25922	battleamp	20587.0	602	23.75													2111.0				0.0	-0.6376821364197691	6.411508083912803	2.5320955913852865	0.3843999728881727
sensexamp-saureus	sensexamp	regressor	regression_ecoli25922	minustrain	20587.0	602	23.75													1591.0				0.0	-0.7538936665913625	6.840597202966034	2.61545353676299	0.34171520122853494
ampredictor	ampredictor	regressor	regression_ecoli25922	battleamp	2952.0	570	22.49													2531.0				0.0	0.22539904561832746	3.0467770925732114	1.7455019600599742	0.5172357484866066
ampredictor	ampredictor	regressor	regression_ecoli25922	minustrain	2952.0	570	22.49													1961.0				0.0	0.08377505410003683	3.6389609450217733	1.9076060770037857	0.41219867204027955
deep-amp-lstm-gramneg	deep-amp	regressor	regression_ecoli25922	battleamp	12593.0	833	32.86													2521.0				0.0	-1.1480715759625828	8.428768069258616	2.9032340706974726	0.193901211089959
deep-amp-lstm-gramneg	deep-amp	regressor	regression_ecoli25922	minustrain	12593.0	833	32.86													1688.0				0.0	-1.1204551576595971	8.5586874602571	2.925523450642141	0.18580385988019535
deep-amp-lstm-grampos	deep-amp	regressor	regression_ecoli25922	battleamp	12593.0	833	32.86													2521.0				0.0	-0.4714859279805661	5.773929389931103	2.402900203905918	0.3070521846194473
deep-amp-lstm-grampos	deep-amp	regressor	regression_ecoli25922	minustrain	12593.0	833	32.86													1688.0				0.0	-0.5731697155367383	6.349706509276707	2.5198623988775077	0.2339481853575526
deep-amp-cnn-gramneg	deep-amp	regressor	regression_ecoli25922	battleamp	12593.0	833	32.86													2521.0				0.0	-0.12330458835845515	4.407708733897592	2.0994543895730606	0.32456155111641594
deep-amp-cnn-gramneg	deep-amp	regressor	regression_ecoli25922	minustrain	12593.0	833	32.86													1688.0				0.0	-0.12685632872001928	4.548274032247008	2.1326682893143527	0.308893300387359
deep-amp-cnn-grampos	deep-amp	regressor	regression_ecoli25922	battleamp	12593.0	833	32.86													2521.0				0.0	-0.48367369899435797	5.821752700991142	2.412830847985648	0.2091818319087623
deep-amp-cnn-grampos	deep-amp	regressor	regression_ecoli25922	minustrain	12593.0	833	32.86													1688.0				0.0	-0.5583098948705463	6.289728555799126	2.5079331242676957	0.11788344672337808
apex-min	apex	regressor	regression_saureus25923	battleamp	1388.0	24	1.53													1565.0				0.0	-0.06318455774844667	5.082201619203641	2.254373886293851	0.3446113789660167
apex-min	apex	regressor	regression_saureus25923	minustrain	1388.0	24	1.53													1541.0				0.0	-0.06499771421490985	5.063116708083533	2.2501370420673346	0.344318224009619
apex-ecoli	apex	regressor	regression_saureus25923	battleamp	1388.0	24	1.53													1565.0				0.0	-0.439517163330037	6.881134987363424	2.6231917557364013	0.3340315130505822
apex-ecoli	apex	regressor	regression_saureus25923	minustrain	1388.0	24	1.53													1541.0				0.0	-0.460318979973771	6.9425176485821884	2.6348657743008825	0.3305896548616826
apex-saureus	apex	regressor	regression_saureus25923	battleamp	1388.0	24	1.53													1565.0				0.0	-0.9965040589099678	9.543626350656243	3.0892760237078596	0.3010779330448529
apex-saureus	apex	regressor	regression_saureus25923	minustrain	1388.0	24	1.53													1541.0				0.0	-1.0283971790705149	9.643224122365586	3.105354105793023	0.2941232607547035
apex-kpneumoniae	apex	regressor	regression_saureus25923	battleamp	1388.0	24	1.53													1565.0				0.0	-1.1742812195293992	10.393431181786296	3.2238844864210465	0.17516015073669286
apex-kpneumoniae	apex	regressor	regression_saureus25923	minustrain	1388.0	24	1.53													1541.0				0.0	-1.2071337578297001	10.492957550130203	3.2392834933253685	0.1674383772144087
apex-abaumannii	apex	regressor	regression_saureus25923	battleamp	1388.0	24	1.53													1565.0				0.0	-0.3731944348113736	6.564101151787997	2.562050185259453	0.30652368000160113
apex-abaumannii	apex	regressor	regression_saureus25923	minustrain	1388.0	24	1.53													1541.0				0.0	-0.39060615539731636	6.611095184318085	2.571205006279757	0.3028053043326236
apex-paeruginosa	apex	regressor	regression_saureus25923	battleamp	1388.0	24	1.53													1565.0				0.0	-0.8469331380471465	8.828652105916822	2.9713047817275196	0.28805827020457125
apex-paeruginosa	apex	regressor	regression_saureus25923	minustrain	1388.0	24	1.53													1541.0				0.0	-0.869163366022436	8.886208995877825	2.9809745043991613	0.28577592921907374
mbc-attention	mbc-attention	regressor	regression_saureus25923	battleamp	3929.0	458	29.17													1563.0				0.0	0.005819527340005792	4.767911090527176	2.1835546914440167	0.3633816091128799
mbc-attention	mbc-attention	regressor	regression_saureus25923	minustrain	3929.0	458	29.17													1105.0				0.0	-0.11886372624563335	4.870262293042888	2.2068670764327623	0.24576385283263016
sensexamp-ecoli	sensexamp	regressor	regression_saureus25923	battleamp	20587.0	430	27.39													1342.0				0.0	-0.2446626952447022	5.6712159400452835	2.3814314896812134	0.36724738252004435
sensexamp-ecoli	sensexamp	regressor	regression_saureus25923	minustrain	20587.0	430	27.39													973.0				0.0	-0.2574363973504108	5.799638767408961	2.40824391775604	0.3505628119912903
sensexamp-saureus	sensexamp	regressor	regression_saureus25923	battleamp	20587.0	430	27.39													1342.0				0.0	-0.19139641694498732	5.428511978791876	2.3299167321584426	0.47840057226294785
sensexamp-saureus	sensexamp	regressor	regression_saureus25923	minustrain	20587.0	430	27.39													973.0				0.0	-0.3469587298726422	6.212540120780653	2.4924967644473788	0.4010871738985094
ampredictor	ampredictor	regressor	regression_saureus25923	battleamp	2952.0	424	27.01													1568.0				0.0	-0.02402061718927495	4.910885991811207	2.2160518928516106	0.32237458764598464
ampredictor	ampredictor	regressor	regression_saureus25923	minustrain	2952.0	424	27.01													1144.0				0.0	-0.12025412315067441	5.348055051167219	2.31258622567186	0.25876113822595603
deep-amp-lstm-gramneg	deep-amp	regressor	regression_saureus25923	battleamp	12593.0	611	38.92													1563.0				0.0	-0.5946363846602469	7.613702023787001	2.759293754529771	0.3914346790159605
deep-amp-lstm-gramneg	deep-amp	regressor	regression_saureus25923	minustrain	12593.0	611	38.92													952.0				0.0	-1.002676322724228	9.42968387249201	3.070779033485153	0.249067797607467
deep-amp-lstm-grampos	deep-amp	regressor	regression_saureus25923	battleamp	12593.0	611	38.92													1563.0				0.0	-0.393925623550919	6.655394573415168	2.579805142528243	0.2911243414592917
deep-amp-lstm-grampos	deep-amp	regressor	regression_saureus25923	minustrain	12593.0	611	38.92													952.0				0.0	-0.4514304706626793	6.834120095170275	2.6142150055361313	0.25383872299957283
deep-amp-cnn-gramneg	deep-amp	regressor	regression_saureus25923	battleamp	12593.0	611	38.92													1563.0				0.0	0.12220349807887776	4.191100283074212	2.0472176931323673	0.5323448861309763
deep-amp-cnn-gramneg	deep-amp	regressor	regression_saureus25923	minustrain	12593.0	611	38.92													952.0				0.0	-0.036812505577027865	4.881874345694763	2.2094964009236953	0.4549752927464191
deep-amp-cnn-grampos	deep-amp	regressor	regression_saureus25923	battleamp	12593.0	611	38.92													1563.0				0.0	-0.5048526005799556	7.1850231192221745	2.6804893432398074	0.1735319995407419
deep-amp-cnn-grampos	deep-amp	regressor	regression_saureus25923	minustrain	12593.0	611	38.92													952.0				0.0	-0.6482634603225059	7.760916326347987	2.785842121576165	0.08193217313088995
example-model	example-model	classifier	deepamp_classification	battleamp		0	0.0	0.012316411146668444	0.39620675281367235	0.3240709171496761	0.4964317015149618	0.5096514745308312	0.5035682984850381	0.4997043117317652	0.3196400637524338	0.42	0.5000999136649122	0.5015156496754382	100.0	11717.0	3730.0	7987.0	5866.0	0.0				
example-model	example-model	classifier	deepamp_classification	minustrain		0	0.0	0.012316411146668444	0.39620675281367235	0.3240709171496761	0.4964317015149618	0.5096514745308312	0.5035682984850381	0.4997043117317652	0.3196400637524338	0.42	0.5000999136649122	0.5015156496754382	100.0	11717.0	3730.0	7987.0	5866.0	0.0				
ampeppy	ampeppy	classifier	deepamp_classification	battleamp	6536.0	3394	28.94	0.702499300375471	0.7986798679867987	0.6938896578999407	0.19381494929260049	0.9407506702412869	0.8061850507073995	0.9420534407285834	0.8731608964875002	1.0	0.7839294050729996	0.6160666033079752	100.0	11717.0	3730.0	7987.0	5057.0	0.0				
ampeppy	ampeppy	classifier	deepamp_classification	minustrain	6536.0	3394	28.94	0.6227698470149475	0.7442648190916089	0.6214965286706094	0.25747769809340565	0.9274750575594781	0.7425223019065944	0.9072668178317526	0.7882171217003859	0.96	0.699165846550069	0.5560510252906843	100.0	8323.0	2606.0	5717.0	3889.0	0.0				
amplify	amplify	classifier	deepamp_classification	battleamp	6676.0	4365	37.22	0.8240261677790869	0.8803639493421862	0.8130819895525778	0.10305534685699975	0.9597855227882037	0.8969446531430002	0.9613593225141316	0.883433115730457	0.99	0.819146254640414	0.5535001446126043	100.0	11716.0	3730.0	7986.0	4403.0	0.0				
amplify	amplify	classifier	deepamp_classification	minustrain	6676.0	4365	37.22	0.7842477404138528	0.8616095221176052	0.7937806873977087	0.13188193426836928	0.9421134421134422	0.8681180657316308	0.9485064571415837	0.8609153587979113	0.88	0.7759409199643656	0.5270405834320235	100.0	7351.0	2574.0	4777.0	3055.0	0.0				
ampscanner	ampscanner	classifier	deepamp_classification	battleamp	2132.0	559	4.77	0.4971566305994265	0.6657464011043187	0.5091238123963203	0.4435209156560839	0.9615494161207633	0.556479084343916	0.8370449534949994	0.6241183618099971	0.97	0.5797062813934156	0.5076162539515333	100.0	10850.0	3511.0	7339.0	6631.0	0.0				
ampscanner	ampscanner	classifier	deepamp_classification	minustrain	2132.0	559	4.77	0.4733243521022279	0.6274596506743312	0.46692991115498517	0.44244162228594835	0.956199460916442	0.5575583777140516	0.8321615645864138	0.5778747008981979	0.22	0.576240018519341	0.5072839613295788	100.0	10291.0	2968.0	7323.0	6078.0	0.0				
ampredmfa	ampredmfa	classifier	deepamp_classification	battleamp	11320.0	1851	15.78	0.34293737485071024	0.5724930145917417	0.40288398514310686	0.6844477836213373	0.9887399463806971	0.31555221637866265	0.806271380411699	0.6126697349911756	0.76	0.601452040894751	0.5131698845022586	100.0	11716.0	3730.0	7986.0	9154.0	0.0				
ampredmfa	ampredmfa	classifier	deepamp_classification	minustrain	11320.0	1851	15.78	0.2894064948451319	0.4852625414796018	0.32172900220007766	0.7134494963245304	0.9868995633187773	0.28655050367546964	0.8124874693143435	0.5485995249886977	0.34	0.6048013712148882	0.5127735500269001	100.0	9865.0	2519.0	7346.0	7727.0	0.0				
hydramp-amp-classifier	hydramp-amp-classifier	classifier	deepamp_classification	battleamp	11131.0	1501	12.8	0.618966357589021	0.8097951640227937	0.698273572377158	0.3733158067696352	0.9637096774193549	0.6266841932303647	0.925452615637254	0.9035740469016731	0.9	0.7715510466155299	0.5558559224505345	100.0	5771.0	2728.0	3043.0	3765.0	0.0				
hydramp-amp-classifier	hydramp-amp-classifier	classifier	deepamp_classification	minustrain	11131.0	1501	12.8	0.5643957818757233	0.7112429226206525	0.5700086430423509	0.345846367744178	0.9455197132616487	0.654153632255822	0.9193747718588783	0.8415066870637684	0.92	0.7792217508425854	0.5562974408872725	100.0	4272.0	1395.0	2877.0	2314.0	0.0				
hydramp-mic-classifier	hydramp-mic-classifier	classifier	deepamp_classification	battleamp	3444.0	2683	22.88	0.8336906950764562	0.9060027021810462	0.9567876070118223	0.03483404534998357	0.8603372434017595	0.9651659546500164	0.9722279776767602	0.9687553981133867	1.0	0.9084488793314247	0.7004267349179607	100.0	5771.0	2728.0	3043.0	2453.0	0.0				
hydramp-mic-classifier	hydramp-mic-classifier	classifier	deepamp_classification	minustrain	3444.0	2683	22.88	0.6820799430529627	0.7142857142857143	0.6987577639751553	0.03486700215672178	0.7305194805194806	0.9651329978432782	0.9386034526221442	0.7234373969241604	0.82	0.8434276004369461	0.6145262711739958	100.0	3090.0	308.0	2782.0	322.0	0.0				
apex-min	apex	regressor	deepamp_classification	battleamp	1388.0	61	0.52	0.6228616386949442	0.6716610694910876	0.9200283085633404	0.018278874150760273	0.5288852725793328	0.9817211258492398	0.866317314316295	0.779044790327401	0.97	0.754348561979622	0.6321857584838063	100.0	8640.0	2458.0	6182.0	1413.0	0.0				
apex-min	apex	regressor	deepamp_classification	minustrain	1388.0	61	0.52	0.6217049990144716	0.6691118679591302	0.9213564213564214	0.01766612641815235	0.5252982311805842	0.9823338735818476	0.8662303565440185	0.7781367304121045	0.98	0.7539975015626199	0.6357330261094483	100.0	8601.0	2431.0	6170.0	1386.0	0.0				
apex-ecoli	apex	regressor	deepamp_classification	battleamp	1388.0	61	0.52	0.3484646062422878	0.27301092043681746	0.9695290858725761	0.0014645187058980162	0.15887426236949614	0.998535481294102	0.7564126404892132	0.518763213096112	0.99	0.6022720681637371	0.5761770054760513	100.0	9714.0	2203.0	7511.0	361.0	0.0				
apex-ecoli	apex	regressor	deepamp_classification	minustrain	1388.0	61	0.52	0.344494439069876	0.26693069306930695	0.9711815561959655	0.0013351134846461949	0.15472910927456382	0.9986648865153538	0.7560550890627356	0.514122840081616	0.99	0.6005470926098748	0.5743292678264905	100.0	9668.0	2178.0	7490.0	347.0	0.0				
apex-saureus	apex	regressor	deepamp_classification	battleamp	1388.0	61	0.52	0.16011771002470868	0.07910750507099391	0.9069767441860465	0.0015729453401494297	0.041357370095440084	0.9984270546598506	0.759017619925383	0.48606879076547505	0.91	0.5435763340159131	0.5202046993273736	100.0	10458.0	2829.0	7629.0	129.0	0.0				
apex-saureus	apex	regressor	deepamp_classification	minustrain	1388.0	61	0.52	0.14940206400009545	0.07069320521619767	0.8956521739130435	0.001577079773951899	0.03679885673454805	0.9984229202260481	0.7591354815669059	0.4803864068934684	0.88	0.5419627259103722	0.5180233903675966	100.0	10408.0	2799.0	7609.0	115.0	0.0				
apex-kpneumoniae	apex	regressor	deepamp_classification	battleamp	1388.0	61	0.52	0.07618866924477595	0.018994020400984874	0.9	0.00039645830580150654	0.009598293636686812	0.9996035416941985	0.7595985637676571	0.45832633659112465	0.59	0.5281486472697762	0.5074080251043135	100.0	10380.0	2813.0	7567.0	30.0	0.0				
apex-kpneumoniae	apex	regressor	deepamp_classification	minustrain	1388.0	61	0.52	0.06178311203006791	0.01351832088224831	0.8636363636363636	0.00039756162205141797	0.006812477590534241	0.9996024383779486	0.760186002010663	0.4543541865923479	0.52	0.52726676333573	0.5059497685387909	100.0	10335.0	2789.0	7546.0	22.0	0.0				
apex-abaumannii	apex	regressor	deepamp_classification	battleamp	1388.0	61	0.52	0.46547305527596217	0.4348717948717949	0.9607250755287009	0.003497444175410277	0.28104286345558993	0.9965025558245897	0.7776537819154117	0.6034074806067103	0.98	0.6566383315754478	0.6243915929712062	100.0	9697.0	2263.0	7434.0	662.0	0.0				
